Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
THOMSON V TWO,"925,000",742.72,"1,245",12 Apr 2018,11 SIN MING ROAD #04-15,Resale,Strata,69,"13,406",-,Apartment,1,Freehold,2012,Private,575629,20,57,Central Region,Bishan
N.A.,"3,500,000","3,604.86",971,12 Apr 2018,35 JALAN LABU AYER,Resale,Land,334.9,"10,451",-,Semi-Detached House,1,Freehold,-,Private,538047,19,53,North East Region,Serangoon
RIVER ISLES,"750,000",753.48,995,12 Apr 2018,52 EDGEDALE PLAINS #09-01,Resale,Strata,70,"10,714",-,Condominium,1,99 yrs from 06/02/2012,2015,HDB,828820,19,82,North East Region,Punggol
THE SHORE RESIDENCES,"2,000,000","1,291.68","1,548",12 Apr 2018,85 AMBER ROAD #09-15,Resale,Strata,120,"16,667",-,Condominium,1,103 yrs from 18/08/2009,2014,Private,439895,15,43,Central Region,Marine Parade
HARBOUR VIEW GARDENS,"1,685,000",979.52,"1,720",12 Apr 2018,223 PASIR PANJANG ROAD #05-13,New Sale,Strata,91,"18,516",-,Apartment,1,Freehold,Uncompleted,HDB,118584,05,11,Central Region,Queenstown
D'NEST,"830,000",753.48,"1,102",12 Apr 2018,149 PASIR RIS GROVE #04-82,Resale,Strata,70,"11,857",-,Condominium,1,99 yrs from 20/10/2010,2017,HDB,518139,18,51,East Region,Pasir Ris
THE TERRACE,"1,198,000","1,313.21",912,12 Apr 2018,98 EDGEDALE PLAINS #10-38,Resale,Strata,122,"9,820",-,Executive Condominium,1,99 yrs from 30/10/2013,2017,HDB,828689,19,82,North East Region,Punggol
PARK PLACE RESIDENCES AT PLQ,"1,430,000",667.37,"2,143",12 Apr 2018,6 PAYA LEBAR ROAD #14-18,New Sale,Strata,62,"23,065",-,Apartment,1,99 yrs from 29/06/2015,Uncompleted,Private,409055,14,40,Central Region,Geylang
BOATHOUSE RESIDENCES,"905,000",914.94,989,12 Apr 2018,23 UPPER SERANGOON VIEW #07-02,Resale,Strata,85,"10,647",-,Condominium,1,99 yrs from 09/02/2011,2015,HDB,534047,19,53,North East Region,Hougang
FORESQUE RESIDENCES,"1,360,000","1,237.86","1,099",12 Apr 2018,103 PETIR ROAD #19-06,Resale,Strata,115,"11,826",-,Condominium,1,99 yrs from 10/01/2011,2014,Private,678273,23,67,West Region,Bukit Panjang
PARC VERA,"815,000",785.77,"1,037",12 Apr 2018,10 HOUGANG STREET 32 #13-23,Resale,Strata,73,"11,164",-,Condominium,1,99 yrs from 20/12/2010,2014,HDB,534037,19,53,North East Region,Hougang
FONTANA HEIGHTS,"4,900,000","3,455.24","1,418",12 Apr 2018,39 MOUNT SINAI RISE #10-01,Resale,Strata,321,"15,265",-,Condominium,1,Freehold,1985,Private,276957,10,27,Central Region,Bukit Timah
PARKVIEW APARTMENTS,"764,000",979.52,780,13 Apr 2018,3 BUKIT BATOK STREET 25 #10-07,Resale,Strata,91,"8,396",-,Apartment,1,99 yrs from 01/05/1994,1998,HDB,658881,23,65,West Region,Bukit Batok
N.A.,"2,800,000","1,613.52","1,735",13 Apr 2018,54 FOWLIE ROAD,Resale,Land,149.9,"18,679",-,Terrace House,1,Freehold,1985,Private,428497,15,42,Central Region,Marine Parade
FLORAVIEW,"816,000",667.37,"1,223",13 Apr 2018,5 ANG MO KIO STREET 66 #03-27,Sub Sale,Strata,62,"13,161",-,Apartment,1,Freehold,2017,Private,567707,20,56,North East Region,Ang Mo Kio
ARCHIPELAGO,"1,015,000",839.59,"1,209",13 Apr 2018,513 BEDOK RESERVOIR ROAD #03-46,Resale,Strata,78,"13,013",-,Condominium,1,99 yrs from 01/06/2011,2015,HDB,479273,16,47,East Region,Bedok
ONZE @ TANJONG PAGAR,"2,808,100","1,140.98","2,461",13 Apr 2018,11 KEE SENG STREET #13-04,Resale,Strata,106,"26,492",-,Apartment,1,Freehold,2017,HDB,089218,02,08,Central Region,Outram
STARVILLE,"660,000",538.2,"1,226",13 Apr 2018,68 LENGKONG TIGA #07-19,Resale,Strata,50,"13,200",-,Condominium,1,Freehold,2006,HDB,417472,14,41,East Region,Bedok
THE PARC CONDOMINIUM,"1,318,000",979.52,"1,346",13 Apr 2018,15 WEST COAST WALK #09-25,Resale,Strata,91,"14,484",-,Condominium,1,Freehold,2010,HDB,127162,05,12,West Region,Clementi
GRANDEUR PARK RESIDENCES,"1,129,000",624.31,"1,808",13 Apr 2018,1 BEDOK SOUTH AVENUE 3 #14-14,New Sale,Strata,58,"19,466",-,Condominium,1,99 yrs from 25/05/2016,Uncompleted,HDB,465461,16,46,East Region,Bedok
GARDENVISTA,"1,770,000","1,345.5","1,315",13 Apr 2018,956 DUNEARN ROAD #04-17,Resale,Strata,125,"14,160",-,Condominium,1,99 yrs from 09/09/1999,2006,HDB,589484,21,58,Central Region,Bukit Timah
CITIGATE RESIDENCE,"930,000",753.48,"1,234",13 Apr 2018,168 RANGOON ROAD #03-06,Resale,Strata,70,"13,286",-,Apartment,1,Freehold,2010,HDB,218437,08,21,Central Region,Kallang
CITY REGENCY,"940,000",850.36,"1,105",13 Apr 2018,18 ST. MICHAEL'S ROAD #03-01,Resale,Strata,79,"11,899",-,Apartment,1,Freehold,2009,Private,327977,12,32,Central Region,Kallang
RESIDENCES @ EVELYN,"3,100,000","1,539.25","2,014",13 Apr 2018,17 EVELYN ROAD #30-07,Resale,Strata,143,"21,678",-,Condominium,1,Freehold,2007,Private,309306,11,30,Central Region,Novena
THE ANSLEY,"1,500,000","1,011.82","1,482",13 Apr 2018,33 MANDALAY ROAD #06-04,Resale,Strata,94,"15,957",-,Condominium,1,Freehold,2004,Private,308214,11,30,Central Region,Novena
LIVIA,"1,290,000","1,539.25",838,13 Apr 2018,65 PASIR RIS GROVE #09-12,Resale,Strata,143,"9,021",-,Condominium,1,99 yrs from 07/01/2008,2011,HDB,518217,18,51,East Region,Pasir Ris
AVANT RESIDENCES,"816,600",527.44,"1,548",13 Apr 2018,10 ALJUNIED ROAD #05-06,Resale,Strata,49,"16,665",-,Apartment,1,99 yrs from 22/03/2012,2012,HDB,389799,14,38,Central Region,Geylang
GRANDEUR PARK RESIDENCES,"1,901,000","1,259.39","1,509",13 Apr 2018,5 BEDOK SOUTH AVENUE 3 #01-23,New Sale,Strata,117,"16,248",-,Condominium,1,99 yrs from 25/05/2016,Uncompleted,HDB,465463,16,46,East Region,Bedok
AVANT RESIDENCES,"784,200",484.38,"1,619",13 Apr 2018,10 ALJUNIED ROAD #07-03,Resale,Strata,45,"17,427",-,Apartment,1,99 yrs from 22/03/2012,2012,Private,389799,14,38,Central Region,Geylang
THE CLEMENT CANOPY,"1,402,000",990.29,"1,416",13 Apr 2018,18 CLEMENTI AVENUE 1 #08-07,New Sale,Strata,92,"15,239",-,Apartment,1,99 yrs from 09/03/2016,Uncompleted,Private,129961,05,12,West Region,Clementi
ARC AT TAMPINES,"730,000",775.01,942,13 Apr 2018,17 TAMPINES AVENUE 8 #16-28,Resale,Strata,72,"10,139",-,Executive Condominium,1,99 yrs from 22/02/2011,2014,HDB,529602,18,52,East Region,Tampines
THE MKZ,"1,290,000",731.95,"1,762",13 Apr 2018,131 MACKENZIE ROAD #06-06,Resale,Strata,68,"18,971",-,Apartment,1,Freehold,2014,Private,228714,09,22,Central Region,Newton
GOLDHILL GARDENS,"5,400,000","2,753.43","1,961",13 Apr 2018,29 GOLDHILL DRIVE,Resale,Land,255.8,"21,110",-,Terrace House,1,Freehold,1996,Private,308977,11,30,Central Region,Novena
MODENA,"1,320,000","1,410.08",936,13 Apr 2018,37 SIMEI STREET 4 #06-14,Resale,Strata,131,"10,076",-,Condominium,1,99 yrs from 06/12/1997,2001,HDB,529870,18,52,East Region,Tampines
MONTEREY PARK CONDOMINIUM,"1,525,000","1,302.44","1,171",13 Apr 2018,31 WEST COAST RISE #10-19,Resale,Strata,121,"12,603",-,Condominium,1,999 yrs from 21/02/1885,2005,Private,127474,05,12,West Region,Clementi
8 @ MOUNT SOPHIA,"2,250,000","1,356.26","1,659",13 Apr 2018,6 MOUNT SOPHIA #06-04,Resale,Strata,126,"17,857",-,Condominium,1,103 yrs from 28/11/2002,2007,HDB,228457,09,22,Central Region,Rochor
THE INFLORA,"1,310,000","1,582.31",828,13 Apr 2018,59 FLORA DRIVE #07-29,Resale,Strata,147,"8,912",-,Condominium,1,99 yrs from 25/05/2012,2016,HDB,506846,17,50,East Region,Pasir Ris
PARK PLACE RESIDENCES AT PLQ,"1,030,000",484.38,"2,126",13 Apr 2018,2 PAYA LEBAR ROAD #15-11,New Sale,Strata,45,"22,889",-,Apartment,1,99 yrs from 29/06/2015,Uncompleted,Private,409053,14,40,Central Region,Geylang
PARC BOTANNIA,"643,000",505.91,"1,271",13 Apr 2018,10 FERNVALE STREET #04-01,New Sale,Strata,47,"13,681",-,Condominium,1,99 yrs from 28/12/2016,Uncompleted,HDB,797390,28,79,North East Region,Sengkang
THE SEAWIND,"1,500,000",914.94,"1,639",13 Apr 2018,78 LORONG M TELOK KURAU #03-33,Resale,Strata,85,"17,647",-,Condominium,1,Freehold,2015,Private,425413,15,42,East Region,Bedok
THE INTERLACE,"1,450,000","1,065.64","1,361",13 Apr 2018,210 DEPOT ROAD #05-60,Resale,Strata,99,"14,646",-,Condominium,1,99 yrs from 11/02/2009,2013,Private,109699,04,10,Central Region,Bukit Merah
SOPHIA RESIDENCE,"2,290,000","1,431.61","1,600",13 Apr 2018,7 SOPHIA ROAD #05-12,Resale,Strata,133,"17,218",-,Condominium,1,Freehold,2014,Private,228192,09,22,Central Region,Rochor
TANAH MERAH GREEN,"1,851,000","1,674.88","1,105",13 Apr 2018,32 TANAH MERAH KECHIL AVENUE,Resale,Land,155.6,"11,896",-,Terrace House,1,99 yrs from 17/03/1997,2000,Private,465590,16,46,East Region,Bedok
LE CONNEY PARK,"968,000",990.29,977,13 Apr 2018,87 LORONG L TELOK KURAU #04-03,Resale,Strata,92,"10,522",-,Apartment,1,Freehold,1995,HDB,425525,15,42,East Region,Bedok
SANCTUARY GREEN,"1,380,000","1,302.44","1,060",13 Apr 2018,183 TANJONG RHU ROAD #02-04,Resale,Strata,121,"11,405",-,Condominium,1,99 yrs from 17/03/1997,2004,Private,436923,15,43,Central Region,Kallang
WATERTOWN,"800,000",581.26,"1,376",13 Apr 2018,71 PUNGGOL CENTRAL #11-42,Sub Sale,Strata,54,"14,815",-,Apartment,1,99 yrs from 18/05/2011,2017,HDB,828755,19,82,North East Region,Punggol
GRANDEUR PARK RESIDENCES,"2,133,000","1,453.14","1,468",13 Apr 2018,5 BEDOK SOUTH AVENUE 3 #05-25,New Sale,Strata,135,"15,800",-,Condominium,1,99 yrs from 25/05/2016,Uncompleted,Private,465463,16,46,East Region,Bedok
BEDOK RESIDENCES,"830,000",527.44,"1,574",13 Apr 2018,30 BEDOK NORTH DRIVE #08-51,Resale,Strata,49,"16,939",-,Apartment,1,99 yrs from 21/11/2011,2015,Private,465501,16,46,East Region,Bedok
SHELFORD SUITES,"2,180,000","1,291.68","1,688",13 Apr 2018,16 SHELFORD ROAD #02-02,Resale,Strata,120,"18,167",-,Condominium,1,Freehold,2011,Private,288383,11,28,Central Region,Bukit Timah
THE MADEIRA,"910,000",936.47,972,13 Apr 2018,50 BUKIT BATOK STREET 31 #24-01,Resale,Strata,87,"10,460",-,Condominium,1,99 yrs from 14/08/2000,2003,HDB,659442,23,65,West Region,Bukit Batok
RIS GRANDEUR,"1,020,000","1,065.64",957,13 Apr 2018,33 ELIAS ROAD #05-25,Resale,Strata,99,"10,303",-,Condominium,1,Freehold,2005,HDB,519935,18,51,East Region,Pasir Ris
NEPTUNE COURT,"1,128,000","1,270.15",888,13 Apr 2018,8 MARINE VISTA #06-29,Resale,Strata,118,"9,559",-,Apartment,1,99 yrs from 01/09/1976,1975,HDB,449032,15,44,East Region,Bedok
ASPEN HEIGHTS,"2,388,000","1,323.97","1,804",13 Apr 2018,261 RIVER VALLEY ROAD #02-05,Resale,Strata,123,"19,415",-,Condominium,1,999 yrs from 01/07/1841,1998,Private,238307,09,23,Central Region,River Valley
CUBE 8,"2,200,000","1,420.85","1,548",13 Apr 2018,376 THOMSON ROAD #30-06,Resale,Strata,132,"16,667",-,Condominium,1,Freehold,2013,Private,298130,11,29,Central Region,Novena
CORALS AT KEPPEL BAY,"1,960,200",850.36,"2,305",13 Apr 2018,21 KEPPEL BAY DRIVE #10-40,Resale,Strata,79,"24,813",-,Condominium,1,99 yrs from 26/02/2007,2016,Private,098022,04,09,Central Region,Bukit Merah
PAYA LEBAR GARDENS,"1,808,000","1,301.37","1,389",13 Apr 2018,27 JALAN USAHA,Resale,Land,120.9,"14,955",-,Terrace House,1,Freehold,1963,Private,537167,19,53,North East Region,Hougang
21 RICHARDS,"882,000",645.84,"1,366",13 Apr 2018,21 RICHARDS AVENUE #04-02,Resale,Strata,60,"14,700",-,Apartment,1,Freehold,2013,HDB,546430,19,54,North East Region,Hougang
N.A.,"5,750,000","3,262.57","1,762",13 Apr 2018,10 JALAN SENI,Resale,Land,303.1,"18,971",-,Semi-Detached House,1,Freehold,1968,Private,299010,11,29,Central Region,Novena
THE PARC CONDOMINIUM,"2,100,000","2,195.86",956,13 Apr 2018,3 WEST COAST WALK #24-08,Resale,Strata,204,"10,294",-,Condominium,1,Freehold,2010,Private,127140,05,12,West Region,Clementi
FIFTH AVENUE CONDOMINIUM,"2,300,000","1,345.5","1,709",13 Apr 2018,2 FIFTH AVENUE #02-12,Resale,Strata,125,"18,400",-,Condominium,1,Freehold,1998,HDB,268800,10,26,Central Region,Bukit Timah
HORIZON GARDENS,"1,860,000","2,906.28",640,13 Apr 2018,531 ANG MO KIO AVENUE 2,Resale,Strata,270,"6,889",-,Terrace House,1,99 yrs from 23/06/1995,2002,Private,567921,20,56,North East Region,Ang Mo Kio
THE VIRIDIAN,"1,147,000",882.65,"1,299",13 Apr 2018,6 JALAN AMPAS #20-02,Resale,Strata,82,"13,988",-,Apartment,1,Freehold,2015,HDB,329507,12,32,Central Region,Novena
WILKIE REGENCY,"1,150,000",850.36,"1,352",13 Apr 2018,10 WILKIE TERRACE #08-02,Resale,Strata,79,"14,557",-,Apartment,1,Freehold,2002,HDB,228030,09,22,Central Region,Rochor
HILLINGTON GREEN,"1,600,000","1,528.49","1,047",13 Apr 2018,49 HILLVIEW AVENUE #02-07,Resale,Strata,142,"11,268",-,Condominium,1,999 yrs from 19/05/1883,2002,Private,669615,23,66,West Region,Bukit Batok
SIMS DORADO,"1,230,000","1,054.87","1,166",13 Apr 2018,11 LORONG 39 GEYLANG #06-04,Resale,Strata,98,"12,551",-,Apartment,1,Freehold,2008,HDB,387869,14,38,Central Region,Geylang
GRAMERCY PARK,"4,391,010","1,291.68","3,399",13 Apr 2018,57 GRANGE ROAD #22-07,Resale,Strata,120,"36,592",-,Condominium,1,Freehold,2016,Private,249569,10,24,Central Region,Tanglin
ASTON RESIDENCE,"2,200,000","4,682.34",470,13 Apr 2018,209 JALAN LOYANG BESAR #01-02,Resale,Strata,435,"5,057",-,Detached House,1,946 yrs from 01/01/1938,2010,Private,509489,17,50,East Region,Pasir Ris
ECHELON,"1,520,000","1,001.05","1,518",13 Apr 2018,9 ALEXANDRA VIEW #03-12,Resale,Strata,93,"16,344",-,Condominium,1,99 yrs from 06/03/2012,2016,Private,158742,03,15,Central Region,Bukit Merah
SKY HABITAT,"1,967,800","1,302.44","1,511",13 Apr 2018,7 BISHAN STREET 15 #15-06,Resale,Strata,121,"16,263",-,Condominium,1,99 yrs from 30/05/2011,2015,HDB,573908,20,57,Central Region,Bishan
SELETAR HILLS ESTATE,"2,555,000","1,979.5","1,291",13 Apr 2018,71 KASAI ROAD,Resale,Land,183.9,"13,893",-,Terrace House,1,Freehold,-,Private,808318,28,80,North East Region,Serangoon
ST PATRICK'S RESIDENCES,"2,040,000","1,506.96","1,354",13 Apr 2018,58 ST. PATRICK'S ROAD #01-14,Resale,Strata,140,"14,571",-,Apartment,1,Freehold,2013,Private,424218,15,42,East Region,Bedok
CLEMENTI PARK,"8,100,000","8,406.68",964,13 Apr 2018,107E SUNSET WAY,Resale,Land,781,"10,371",-,Detached House,1,Freehold,-,Private,597147,21,59,West Region,Clementi
LANGSTON VILLE,"1,480,000",936.47,"1,580",13 Apr 2018,15 KIM YAM ROAD #08-05,Resale,Strata,87,"17,011",-,Apartment,1,999 yrs from 01/07/1841,2000,Private,239328,09,23,Central Region,River Valley
VACANZA @ EAST,"925,000",807.3,"1,146",13 Apr 2018,50 LENGKONG TUJOH #05-36,Resale,Strata,75,"12,333",-,Condominium,1,Freehold,2014,HDB,417398,14,41,East Region,Bedok
PARC BOTANNIA,"702,000",505.91,"1,388",13 Apr 2018,18 FERNVALE STREET #19-35,New Sale,Strata,47,"14,936",-,Condominium,1,99 yrs from 28/12/2016,Uncompleted,N.A,797394,28,79,North East Region,Sengkang
THE CREST,"1,423,000",699.66,"2,034",13 Apr 2018,103 PRINCE CHARLES CRESCENT #12-08,Resale,Strata,65,"21,892",-,Condominium,1,99 yrs from 21/12/2012,2017,HDB,159018,03,15,Central Region,Bukit Merah
CASA PASIR RIS,"830,000","1,097.93",756,13 Apr 2018,201 JALAN LOYANG BESAR #02-04,Resale,Strata,102,"8,137",-,Condominium,1,946 yrs from 01/01/1938,1997,HDB,509506,17,50,East Region,Pasir Ris
VARSITY PARK CONDOMINIUM,"1,400,000","1,313.21","1,066",13 Apr 2018,42 WEST COAST ROAD #01-43,Resale,Strata,122,"11,475",-,Condominium,1,99 yrs from 03/05/2004,2008,HDB,126842,05,12,West Region,Clementi
NINETEEN SHELFORD ROAD,"1,550,000",947.23,"1,636",13 Apr 2018,19 SHELFORD ROAD #03-32,Resale,Strata,88,"17,614",-,Condominium,1,Freehold,1997,HDB,288408,11,28,Central Region,Bukit Timah
THE ESPARIS,"875,000","1,173.28",746,13 Apr 2018,7A PASIR RIS DRIVE 4 #10-07,Resale,Strata,109,"8,028",-,Executive Condominium,1,99 yrs from 21/01/2002,2005,HDB,519460,18,51,East Region,Pasir Ris
D'NEST,"1,280,000","1,130.22","1,133",13 Apr 2018,147 PASIR RIS GROVE #11-70,Resale,Strata,105,"12,190",-,Condominium,1,99 yrs from 20/10/2010,2017,HDB,518138,18,51,East Region,Pasir Ris
AZALEA PARK CONDOMINIUM,"1,200,000","1,506.96",796,13 Apr 2018,10 FLORA ROAD #03-06,Resale,Strata,140,"8,571",-,Condominium,1,999 yrs from 12/10/1885,1996,Private,509729,17,50,East Region,Pasir Ris
RIPPLE BAY,"1,200,000","1,291.68",929,13 Apr 2018,16 PASIR RIS LINK #08-57,Resale,Strata,120,"10,000",-,Condominium,1,99 yrs from 10/08/2011,2015,Private,518166,18,51,East Region,Pasir Ris
THE TENNERY,"943,888",882.65,"1,069",13 Apr 2018,5A WOODLANDS ROAD #14-30,Resale,Strata,82,"11,511",-,Apartment,1,99 yrs from 24/05/2010,2014,HDB,677728,23,67,West Region,Choa Chu Kang
GRANDEUR PARK RESIDENCES,"1,304,112",893.41,"1,460",13 Apr 2018,3 BEDOK SOUTH AVENUE 3 #11-16,New Sale,Strata,83,"15,712",-,Condominium,1,99 yrs from 25/05/2016,Uncompleted,HDB,465462,16,46,East Region,Bedok
THE SPRINGSIDE,"3,450,000","2,533.85","1,362",13 Apr 2018,147 SPRINGSIDE VIEW,Resale,Land,235.4,"14,656",-,Terrace House,1,Freehold,2016,Private,786103,26,78,North Region,Yishun
ECHELON,"1,405,800",731.95,"1,921",13 Apr 2018,7 ALEXANDRA VIEW #19-04,Resale,Strata,68,"20,674",-,Condominium,1,99 yrs from 06/03/2012,2016,HDB,158741,03,15,Central Region,Bukit Merah
EUHABITAT,"1,080,000","1,011.82","1,067",13 Apr 2018,202 JALAN EUNOS #01-43,Resale,Strata,94,"11,489",-,Condominium,1,99 yrs from 06/12/2010,2015,HDB,419545,14,41,East Region,Bedok
KOVAN REGENCY,"1,400,000",979.52,"1,429",13 Apr 2018,6 KOVAN RISE #09-15,Resale,Strata,91,"15,385",-,Condominium,1,99 yrs from 24/04/2012,2015,HDB,544736,19,54,North East Region,Hougang
N.A.,"3,500,000","3,560.73",983,13 Apr 2018,94 JALAN ANGIN LAUT,Resale,Land,330.8,"10,580",-,Semi-Detached House,1,Freehold,1991,Private,489289,16,48,East Region,Tampines
THE CREST,"3,033,000","1,657.66","1,830",13 Apr 2018,101 PRINCE CHARLES CRESCENT #22-01,Resale,Strata,154,"19,695",-,Condominium,1,99 yrs from 21/12/2012,2017,HDB,159017,03,15,Central Region,Bukit Merah
THE ORIENT,"1,370,300",721.19,"1,900",13 Apr 2018,251 PASIR PANJANG ROAD #02-04,Resale,Strata,67,"20,452",-,Apartment,1,Freehold,2017,Private,118610,05,11,Central Region,Queenstown
THE HILLIER,"750,000",592.02,"1,267",13 Apr 2018,6 HILLVIEW RISE #08-22,Resale,Strata,55,"13,636",-,Apartment,1,99 yrs from 01/08/2011,2016,Private,667980,23,66,West Region,Bukit Batok
DUO RESIDENCES,"2,350,000","1,022.58","2,298",13 Apr 2018,1 FRASER STREET #47-13,Sub Sale,Strata,95,"24,737",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,189350,07,18,Central Region,Downtown Core
SUNFLOWER RESIDENCE,"938,000","1,065.64",880,13 Apr 2018,47 LORONG 32 GEYLANG #06-03,Resale,Strata,99,"9,475",-,Apartment,1,Freehold,2001,Private,398307,14,39,Central Region,Geylang
TOPAZ MANSIONS,"1,000,000","1,054.87",948,13 Apr 2018,2 TOPAZ ROAD #02-02,Resale,Strata,98,"10,204",-,Apartment,1,Freehold,1993,Private,327848,12,32,Central Region,Kallang
THE PALETTE,"1,150,000","1,151.75",998,13 Apr 2018,109 PASIR RIS GROVE #07-21,Resale,Strata,107,"10,748",-,Condominium,1,99 yrs from 20/10/2010,2015,Private,518199,18,51,East Region,Pasir Ris
SPOTTISWOODE 18,"1,310,000",656.6,"1,995",13 Apr 2018,18 SPOTTISWOODE PARK ROAD #12-04,Resale,Strata,61,"21,475",-,Apartment,1,Freehold,2014,Private,088642,02,08,Central Region,Bukit Merah
DE CASALLE,"963,000",936.47,"1,028",13 Apr 2018,86A LORONG N TELOK KURAU #01-03,Resale,Strata,87,"11,069",-,Apartment,1,Freehold,1996,Private,425236,15,42,East Region,Bedok
RIVERSOUND RESIDENCE,"1,015,000","1,065.64",952,13 Apr 2018,9A SENGKANG EAST AVENUE #10-33,Resale,Strata,99,"10,253",-,Condominium,1,99 yrs from 26/08/2011,2015,HDB,544743,19,54,North East Region,Sengkang
WATERVIEW,"1,100,000","1,130.22",973,13 Apr 2018,89 TAMPINES AVENUE 1 #09-35,Resale,Strata,105,"10,476",-,Condominium,1,99 yrs from 16/06/2010,2014,HDB,528689,18,52,East Region,Tampines
PEBBLE BAY,"3,600,000","2,626.42","1,371",13 Apr 2018,132 TANJONG RHU ROAD #03-05,Resale,Strata,244,"14,754",-,Condominium,1,99 yrs from 09/03/1994,1997,Private,436919,15,43,Central Region,Kallang
ONAN SUITES,"980,000",818.06,"1,198",13 Apr 2018,215 ONAN ROAD #04-06,Resale,Strata,76,"12,895",-,Apartment,1,Freehold,2012,Private,424597,15,42,Central Region,Geylang
SERANGOON GARDEN ESTATE,"2,900,000","3,033.3",956,13 Apr 2018,20 LICHFIELD ROAD,Resale,Land,281.8,"10,291",-,Terrace House,1,999 yrs from 01/01/1955,-,Private,556840,19,55,North East Region,Serangoon
PARK VILLAS,"1,700,000","1,673.8","1,016",13 Apr 2018,44 PARK VILLAS RISE,Resale,Land,155.5,"10,932",-,Terrace House,1,99 yrs from 01/05/1994,1997,HDB,545364,19,54,North East Region,Hougang
GARDENVISTA,"1,490,000","1,140.98","1,306",13 Apr 2018,962 DUNEARN ROAD #06-29,Resale,Strata,106,"14,057",-,Condominium,1,99 yrs from 09/09/1999,2006,HDB,589487,21,58,Central Region,Bukit Timah
WATERFRONT ISLE,"1,500,000","1,291.68","1,161",13 Apr 2018,736 BEDOK RESERVOIR ROAD #15-17,Resale,Strata,120,"12,500",-,Condominium,1,99 yrs from 26/11/2009,2015,HDB,479264,16,47,East Region,Bedok
26 NEWTON,"1,701,899",613.55,"2,774",13 Apr 2018,26 NEWTON ROAD #21-07,Resale,Strata,57,"29,858",-,Apartment,1,Freehold,2016,Private,307957,11,30,Central Region,Novena
1 KING ALBERT PARK,"1,028,000",807.3,"1,273",13 Apr 2018,1 KING ALBERT PARK #03-01,Resale,Strata,75,"13,707",-,Condominium,1,Freehold,1997,Private,598326,21,59,Central Region,Bukit Timah
EIGHT COURTYARDS,"1,030,000","1,087.16",947,13 Apr 2018,18A CANBERRA DRIVE #03-43,Resale,Strata,101,"10,198",-,Condominium,1,99 yrs from 20/09/2010,2014,Private,768099,27,76,North Region,Yishun
LOFT @ NATHAN,"1,015,000",538.2,"1,886",13 Apr 2018,31 NATHAN ROAD #06-21,Resale,Strata,50,"20,300",-,Apartment,1,Freehold,2014,Private,248749,10,24,Central Region,Tanglin
HILLTOPS,"2,678,000",828.83,"3,231",13 Apr 2018,101 CAIRNHILL CIRCLE #17-06,Resale,Strata,77,"34,779",-,Condominium,1,Freehold,2011,Private,229809,09,22,Central Region,Newton
PARC ROSEWOOD,"1,180,000","1,700.71",694,13 Apr 2018,87 ROSEWOOD DRIVE #05-83,Resale,Strata,158,"7,468",-,Condominium,1,99 yrs from 07/09/2011,2014,HDB,737791,25,73,North Region,Woodlands
NORTHOAKS,"780,000","1,237.86",630,13 Apr 2018,32 WOODLANDS CRESCENT #14-02,Resale,Strata,115,"6,783",-,Executive Condominium,1,99 yrs from 16/12/1997,2000,HDB,738087,25,73,North Region,Woodlands
PARK PLACE RESIDENCES AT PLQ,"1,445,000",678.13,"2,131",13 Apr 2018,6 PAYA LEBAR ROAD #17-15,New Sale,Strata,63,"22,937",-,Apartment,1,99 yrs from 29/06/2015,Uncompleted,HDB,409055,14,40,Central Region,Geylang
ECO SANCTUARY,"1,230,000",979.52,"1,256",13 Apr 2018,63 CHESTNUT AVENUE #15-13,Resale,Strata,91,"13,516",-,Condominium,1,99 yrs from 25/04/2012,2016,HDB,679523,23,67,West Region,Bukit Panjang
THOMSON THREE,"1,135,000",731.95,"1,551",13 Apr 2018,45 BRIGHT HILL DRIVE #12-19,Resale,Strata,68,"16,691",-,Apartment,1,99 yrs from 07/11/2012,2016,HDB,573895,20,57,Central Region,Bishan
SKY@ELEVEN,"4,400,000","2,820.17","1,560",13 Apr 2018,5 THOMSON LANE #28-01,Resale,Strata,262,"16,794",-,Condominium,1,Freehold,2010,Private,297724,11,29,Central Region,Toa Payoh
EVANIA,"1,248,888","1,227.1","1,018",13 Apr 2018,391 UPPER PAYA LEBAR ROAD #05-05,Resale,Strata,114,"10,955",-,Apartment,1,Freehold,2010,HDB,534981,19,53,North East Region,Serangoon
SEMBAWANG HILLS ESTATE,"3,880,000","4,262.54",910,13 Apr 2018,64 JALAN LEBAN,Resale,Land,396,"9,798",-,Terrace House,1,Freehold,1997,Private,577601,20,57,North East Region,Ang Mo Kio
D'BANYAN,"769,000",828.83,928,13 Apr 2018,83 JALAN SENDUDOK #02-02,Resale,Strata,77,"9,987",-,Apartment,1,999 yrs from 26/03/1885,2005,HDB,769468,27,76,North Region,Sembawang
111 EMERALD HILL,"6,528,604","2,411.14","2,708",13 Apr 2018,111 EMERALD HILL ROAD #11-02,Resale,Strata,224,"29,146",-,Apartment,1,Freehold,2011,Private,229391,09,22,Central Region,Newton
