Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
GRAMERCY PARK,"7,398,620","2,701.76","2,738",05 Apr 2017,57 GRANGE ROAD #05-09,Resale,Strata,251,"29,477",-,Condominium,1,Freehold,2016,Private,249569,10,24,Central Region,Tanglin
REGENCY PARK,"3,980,000","2,260.44","1,761",05 Apr 2017,3 NATHAN ROAD #04-06,Resale,Strata,210,"18,952",-,Condominium,1,Freehold,1987,Private,248726,10,24,Central Region,Tanglin
THE LAKESHORE,"1,190,000","1,162.51","1,024",05 Apr 2017,31 JURONG WEST STREET 41 #13-24,Resale,Strata,108,"11,019",-,Condominium,1,99 yrs from 22/11/2002,2008,HDB,649412,22,64,West Region,Jurong West
QUEENS PEAK,"1,114,000",624.31,"1,784",05 Apr 2017,1 DUNDEE ROAD #26-06,New Sale,Strata,58,"19,207",-,Condominium,1,99 yrs from 28/09/2015,Uncompleted,Private,149456,03,14,Central Region,Queenstown
POLLEN & BLEU,"2,392,750","1,313.21","1,822",05 Apr 2017,19 FARRER DRIVE #01-21,Resale,Strata,122,"19,613",-,Condominium,1,99 yrs from 24/09/2012,2016,Private,259298,10,25,Central Region,Tanglin
NORTH PARK RESIDENCES,"1,109,700",828.83,"1,339",05 Apr 2017,15 YISHUN CENTRAL 1 #10-01,New Sale,Strata,77,"14,412",-,Apartment,1,99 yrs from 19/03/2015,Uncompleted,N.A,768797,27,76,North Region,Yishun
SIMS URBAN OASIS,"1,203,888",818.06,"1,472",05 Apr 2017,2 SIMS DRIVE #15-02,New Sale,Strata,76,"15,841",-,Condominium,1,99 yrs from 29/07/2014,Uncompleted,Private,387386,14,38,Central Region,Geylang
COMMONWEALTH TOWERS,"1,268,000",699.66,"1,812",05 Apr 2017,232 COMMONWEALTH AVENUE #30-18,New Sale,Strata,65,"19,508",-,Condominium,1,99 yrs from 07/05/2013,Uncompleted,N.A,149740,03,14,Central Region,Queenstown
COTE D'AZUR,"1,620,000","1,280.92","1,265",05 Apr 2017,62 MARINE PARADE ROAD #09-07,Resale,Strata,119,"13,613",-,Condominium,1,99 yrs from 25/07/2001,2004,HDB,449298,15,44,Central Region,Marine Parade
N.A.,"5,380,000","4,017.12","1,339",05 Apr 2017,55 MOONBEAM TERRACE,Resale,Land,373.2,"14,416",-,Semi-Detached House,1,999 yrs from 17/09/1885,1982,Private,277318,10,27,Central Region,Bukit Timah
ARDMORE PARK,"8,300,000","2,884.75","2,877",05 Apr 2017,11 ARDMORE PARK #04-03,Resale,Strata,268,"30,970",-,Condominium,1,Freehold,2001,Private,259957,10,25,Central Region,Newton
SPANISH VILLAGE,"1,080,000",775.01,"1,394",05 Apr 2017,66 FARRER ROAD #01-08,Resale,Strata,72,"15,000",-,Condominium,1,Freehold,1987,HDB,268849,10,26,Central Region,Tanglin
JEWEL OF BALMORAL,"3,500,000","2,411.14","1,452",05 Apr 2017,7C BALMORAL PARK #09-01,Resale,Strata,224,"15,625",-,Apartment,1,Freehold,2000,Private,259865,10,25,Central Region,Tanglin
SUMMERDALE,"950,000","1,399.32",679,05 Apr 2017,8 BOON LAY DRIVE #09-20,Resale,Strata,130,"7,308",-,Executive Condominium,1,99 yrs from 22/09/1997,2000,Private,649928,22,64,West Region,Jurong West
THE VISIONAIRE,"796,500",979.52,813,05 Apr 2017,188 CANBERRA DRIVE #04-39,New Sale,Strata,91,"8,753",-,Executive Condominium,1,99 yrs from 09/01/2015,Uncompleted,N.A,767956,27,76,North Region,Sembawang
HIGHLINE RESIDENCES,"1,915,500","1,151.75","1,663",05 Apr 2017,9 KIM TIAN ROAD #03-16,New Sale,Strata,107,"17,902",-,Condominium,1,99 yrs from 22/07/2013,Uncompleted,N.A,168593,03,16,Central Region,Bukit Merah
SHEARES VILLE,"2,290,000","1,528.49","1,498",05 Apr 2017,9 HOLT ROAD #11-01,Resale,Strata,142,"16,127",-,Apartment,1,Freehold,2003,Private,249446,10,24,Central Region,Tanglin
POLLEN & BLEU,"2,585,700","1,205.57","2,145",05 Apr 2017,15 FARRER DRIVE #05-01,Resale,Strata,112,"23,087",-,Condominium,1,99 yrs from 24/09/2012,2016,HDB,259296,10,25,Central Region,Tanglin
CITYLIGHTS,"1,035,000",688.9,"1,502",05 Apr 2017,86 JELLICOE ROAD #28-17,Resale,Strata,64,"16,172",-,Condominium,1,99 yrs from 05/01/2004,2007,Private,208745,08,20,Central Region,Kallang
BELLEWOODS,"985,050","1,248.62",789,05 Apr 2017,106 WOODLANDS AVENUE 5 #03-14,New Sale,Strata,116,"8,492",-,Executive Condominium,1,99 yrs from 12/08/2013,2017,HDB,739013,25,73,North Region,Woodlands
SEASONS PARK,"1,750,000","2,884.75",607,05 Apr 2017,499 YIO CHU KANG ROAD #16-07,Resale,Strata,268,"6,530",-,Condominium,1,99 yrs from 01/03/1995,1997,Private,787082,26,78,North East Region,Ang Mo Kio
GREENRIDGE,"2,400,000","1,815.89","1,322",05 Apr 2017,72 GREENRIDGE CRESCENT,Resale,Land,168.7,"14,226",-,Terrace House,1,Freehold,1987,Private,598956,21,59,Central Region,Bukit Timah
CARABELLE,"1,100,000",947.23,"1,161",05 Apr 2017,57 WEST COAST WAY #08-13,Resale,Strata,88,"12,500",-,Condominium,1,956 yrs from 27/05/1928,2009,HDB,127018,05,12,West Region,Clementi
THE CRITERION,"834,800","1,097.93",760,05 Apr 2017,9 YISHUN STREET 51 #07-18,New Sale,Strata,102,"8,184",-,Executive Condominium,1,99 yrs from 25/08/2014,Uncompleted,HDB,767970,27,76,North Region,Yishun
SUITES @ NEWTON,"920,000",484.38,"1,899",05 Apr 2017,1 SURREY ROAD #14-04,Resale,Strata,45,"20,444",-,Apartment,1,Freehold,2016,Private,307740,11,30,Central Region,Novena
THE SANTORINI,"1,181,000","1,151.75","1,025",05 Apr 2017,27 TAMPINES STREET 86 #10-22,New Sale,Strata,107,"11,037",-,Condominium,1,99 yrs from 16/10/2013,2017,HDB,528570,18,52,East Region,Tampines
GRANDEUR PARK RESIDENCES,"636,000",419.8,"1,515",05 Apr 2017,1 BEDOK SOUTH AVENUE 3 #08-09,New Sale,Strata,39,"16,308",-,Condominium,1,99 yrs from 25/05/2016,Uncompleted,Private,465461,16,46,East Region,Bedok
THE ORCHARD RESIDENCES,"3,800,000","1,808.35","2,101",05 Apr 2017,238 ORCHARD BOULEVARD #13-06,Resale,Strata,168,"22,619",-,Apartment,1,99 yrs from 13/03/2006,2010,Private,237973,09,23,Central Region,Orchard
HILLION RESIDENCES,"665,000",473.62,"1,404",05 Apr 2017,8 JELEBU ROAD #11-06,New Sale,Strata,44,"15,114",-,Apartment,1,99 yrs from 04/01/2013,Uncompleted,HDB,677671,23,67,West Region,Bukit Panjang
N.A.,"415,000","2,433.74",171,05 Apr 2017,48 JALAN CHEMPAKA KUNING,Resale,Land,226.1,"1,835",-,Terrace House,1,70 yrs from 19/08/1964,-,HDB,489086,16,48,East Region,Bedok
N.A.,"3,680,000","4,521.96",814,05 Apr 2017,18 CLOVER CLOSE,Resale,Land,420.1,"8,760",-,Terrace House,1,Freehold,-,Private,579259,20,57,Central Region,Bishan
THE TESSARINA,"2,400,000","1,614.6","1,486",05 Apr 2017,20 WILBY ROAD #02-08,Resale,Strata,150,"16,000",-,Condominium,1,Freehold,2003,Private,276305,10,27,Central Region,Bukit Timah
LIVIA,"800,000",882.65,906,05 Apr 2017,81 PASIR RIS GROVE #08-47,Resale,Strata,82,"9,756",-,Condominium,1,99 yrs from 07/01/2008,2011,Private,518210,18,51,East Region,Pasir Ris
PARK PLACE RESIDENCES AT PLQ,"1,189,999",667.37,"1,783",05 Apr 2017,2 PAYA LEBAR ROAD #08-06,New Sale,Strata,62,"19,194",-,Apartment,1,99 yrs from 29/06/2015,Uncompleted,Private,409053,14,40,Central Region,Geylang
ARDMORE PARK,"8,180,000","2,884.75","2,836",05 Apr 2017,11 ARDMORE PARK #04-04,Resale,Strata,268,"30,522",-,Condominium,1,Freehold,2001,Private,259957,10,25,Central Region,Newton
SELETAR HILLS ESTATE,"8,280,000","8,105.29","1,022",05 Apr 2017,40 SARACA ROAD,Resale,Land,753,"10,996",-,Detached House,1,Freehold,-,Private,807386,28,80,North East Region,Serangoon
N.A.,"2,500,000","1,771.75","1,411",05 Apr 2017,28 SOO CHOW DRIVE,Resale,Land,164.6,"15,188",-,Terrace House,1,Freehold,1992,Private,575539,20,57,Central Region,Bishan
SIMS URBAN OASIS,"1,461,000","1,184.04","1,234",05 Apr 2017,6 SIMS DRIVE #18-22,New Sale,Strata,110,"13,282",-,Condominium,1,99 yrs from 29/07/2014,Uncompleted,Private,387388,14,38,Central Region,Geylang
OUE TWIN PEAKS,"1,876,600",570.49,"3,289",05 Apr 2017,33 LEONIE HILL ROAD #27-05,Resale,Strata,53,"35,408",-,Condominium,1,99 yrs from 10/05/2010,2015,N.A,239197,09,23,Central Region,River Valley
LAKEVILLE,"1,506,456","1,280.92","1,176",05 Apr 2017,3 JURONG LAKE LINK #01-11,New Sale,Strata,119,"12,659",-,Condominium,1,99 yrs from 30/04/2013,2017,HDB,648161,22,64,West Region,Jurong West
SERANGOON GARDEN ESTATE,"1,980,000","1,839.57","1,076",05 Apr 2017,19 CONWAY GROVE,Resale,Land,170.9,"11,586",-,Terrace House,1,999 yrs from 01/01/1955,-,Private,558201,19,55,North East Region,Serangoon
SIGNATURE AT YISHUN,"779,112","1,097.93",710,05 Apr 2017,39 YISHUN STREET 51 #09-37,New Sale,Strata,102,"7,638",-,Executive Condominium,1,99 yrs from 25/08/2014,Uncompleted,HDB,767994,27,76,North Region,Yishun
KEMBANGAN PLAZA,"900,000",882.65,"1,020",05 Apr 2017,18 JALAN MASJID #03-08,Resale,Strata,82,"10,976",-,Apartment,1,Freehold,1993,Private,418944,14,41,East Region,Bedok
TREVISTA,"1,465,000","1,151.75","1,272",05 Apr 2017,21 LORONG 3 TOA PAYOH #05-06,Resale,Strata,107,"13,692",-,Condominium,1,99 yrs from 15/07/2008,2011,Private,319581,12,31,Central Region,Toa Payoh
SERANGOON PARK,"3,550,000","3,707.12",958,05 Apr 2017,86 JALAN GIRANG,Resale,Land,344.4,"10,308",-,Semi-Detached House,1,Freehold,1972,Private,359255,13,35,North East Region,Serangoon
OPTIMA @ TANAH MERAH,"688,888",484.38,"1,422",06 Apr 2017,86 TANAH MERAH KECHIL AVENUE #13-15,Resale,Strata,45,"15,309",-,Condominium,1,99 yrs from 09/12/2008,2012,HDB,465517,16,46,East Region,Bedok
SEA ESTA,"1,280,000","1,097.93","1,166",06 Apr 2017,28 PASIR RIS LINK #12-23,Resale,Strata,102,"12,549",-,Condominium,1,99 yrs from 09/01/2012,2015,Private,518146,18,51,East Region,Pasir Ris
HARBOUR SUITES,"880,000",527.44,"1,668",06 Apr 2017,522 KAMPONG BAHRU ROAD #03-04,Resale,Strata,49,"17,959",-,Apartment,1,Freehold,2014,Private,099454,04,09,Central Region,Bukit Merah
D'NEST,"1,280,000","1,270.15","1,008",06 Apr 2017,147 PASIR RIS GROVE #02-69,New Sale,Strata,118,"10,847",-,Condominium,1,99 yrs from 20/10/2010,Uncompleted,Private,518138,18,51,East Region,Pasir Ris
PARC VISTA,"1,050,000","1,248.62",841,06 Apr 2017,456 CORPORATION ROAD #04-03,Resale,Strata,116,"9,052",-,Condominium,1,99 yrs from 01/03/1995,1997,Private,649813,22,64,West Region,Jurong West
LAKE GRANDE,"1,077,000",818.06,"1,317",06 Apr 2017,8 JURONG LAKE LINK #13-30,New Sale,Strata,76,"14,171",-,Condominium,1,99 yrs from 09/06/2015,Uncompleted,HDB,648130,22,64,West Region,Jurong West
ORCHID PARK CONDOMINIUM,"750,000","1,248.62",601,06 Apr 2017,93 YISHUN STREET 81 #02-10,Resale,Strata,116,"6,466",-,Condominium,1,99 yrs from 01/09/1991,1994,Private,768451,27,76,North Region,Yishun
ONE AMBER,"1,880,000","1,453.14","1,294",06 Apr 2017,9 AMBER GARDENS #15-22,Resale,Strata,135,"13,926",-,Condominium,1,Freehold,2010,Private,439958,15,43,Central Region,Marine Parade
THE ROCHESTER RESIDENCES,"1,100,000",839.59,"1,310",06 Apr 2017,33 ROCHESTER DRIVE #08-30,Resale,Strata,78,"14,103",-,Apartment,1,99 yrs from 02/02/2005,2011,Private,138638,05,13,Central Region,Queenstown
BRADDELL VIEW,"1,250,000","1,614.6",774,06 Apr 2017,10B BRADDELL HILL #24-05,Resale,Strata,150,"8,333",-,Apartment,1,102 yrs from 01/02/1978,1978,Private,579721,20,57,Central Region,Toa Payoh
DAISY SUITES,"1,000,000","1,033.34",968,06 Apr 2017,35 DAISY ROAD #05-03,Resale,Strata,96,"10,417",-,Apartment,1,Freehold,2015,HDB,359455,13,35,North East Region,Serangoon
LAKEVILLE,"1,560,250","1,323.97","1,178",06 Apr 2017,9 JURONG LAKE LINK #01-35,New Sale,Strata,123,"12,685",-,Condominium,1,99 yrs from 30/04/2013,2017,HDB,648164,22,64,West Region,Jurong West
THE VISIONAIRE,"782,100",979.52,798,06 Apr 2017,174 CANBERRA DRIVE #08-09,New Sale,Strata,91,"8,595",-,Executive Condominium,1,99 yrs from 09/01/2015,Uncompleted,HDB,767949,27,76,North Region,Sembawang
LAKE GRANDE,"1,148,000",904.18,"1,270",06 Apr 2017,6 JURONG LAKE LINK #03-19,New Sale,Strata,84,"13,667",-,Condominium,1,99 yrs from 09/06/2015,Uncompleted,N.A,648159,22,64,West Region,Jurong West
N.A.,"3,160,000","3,941.78",802,06 Apr 2017,55 JALAN TENON,Resale,Land,366.2,"8,629",-,Terrace House,1,Freehold,-,Private,537267,19,53,North East Region,Hougang
GEYLANG MANSION,"820,000","1,119.46",732,06 Apr 2017,2 LORONG 26 GEYLANG #03-04,Resale,Strata,104,"7,885",-,Apartment,1,Freehold,1983,HDB,398478,14,39,Central Region,Geylang
SUNSHINE PLAZA,"1,390,000","1,130.22","1,230",06 Apr 2017,10 PRINSEP LINK #11-10,Resale,Strata,105,"13,238",-,Apartment,1,99 yrs from 19/03/1997,2001,Private,187948,07,18,Central Region,Rochor
BOATHOUSE RESIDENCES,"1,228,888","1,377.79",892,06 Apr 2017,25 UPPER SERANGOON VIEW #01-10,Resale,Strata,128,"9,601",-,Condominium,1,99 yrs from 09/02/2011,2015,HDB,534046,19,53,North East Region,Hougang
THE ESTA,"2,200,000","1,560.78","1,410",06 Apr 2017,35 AMBER GARDENS #13-10,Resale,Strata,145,"15,172",-,Condominium,1,Freehold,2008,Private,439966,15,43,Central Region,Marine Parade
ONE AMBER,"2,200,000","1,700.71","1,294",06 Apr 2017,7 AMBER GARDENS #02-18,Resale,Strata,158,"13,924",-,Condominium,1,Freehold,2010,Private,439974,15,43,Central Region,Marine Parade
SAVANNAH CONDOPARK,"930,000","1,227.1",758,06 Apr 2017,65 SIMEI RISE #08-69,Resale,Strata,114,"8,158",-,Condominium,1,99 yrs from 29/11/2000,2005,HDB,528796,18,52,East Region,Tampines
LA CASA,"880,000","1,184.04",743,06 Apr 2017,52 WOODLANDS DRIVE 16 #10-08,Resale,Strata,110,"8,000",-,Executive Condominium,1,99 yrs from 13/09/2004,2008,HDB,737900,25,73,North Region,Woodlands
TWIN REGENCY,"1,900,000","1,216.33","1,562",06 Apr 2017,28 KIM TIAN ROAD #15-06,Resale,Strata,113,"16,814",-,Condominium,1,Freehold,2007,Private,169278,03,16,Central Region,Bukit Merah
THE VINES,"1,060,000","1,065.64",995,06 Apr 2017,12 LORONG SARINA #02-01,Resale,Strata,99,"10,707",-,Apartment,1,Freehold,2003,Private,416736,14,41,East Region,Bedok
HIGHLINE RESIDENCES,"1,765,400","1,076.4","1,640",06 Apr 2017,11 KIM TIAN ROAD #04-22,New Sale,Strata,100,"17,654",-,Condominium,1,99 yrs from 22/07/2013,Uncompleted,Private,168594,03,16,Central Region,Bukit Merah
TIERRA VUE,"1,800,000","1,259.39","1,429",06 Apr 2017,42 ST. PATRICK'S ROAD #04-22,Resale,Strata,117,"15,385",-,Condominium,1,Freehold,2009,Private,424215,15,42,East Region,Bedok
SOLEIL @ SINARAN,"1,620,000",958,"1,691",06 Apr 2017,6 SINARAN DRIVE #06-14,Resale,Strata,89,"18,202",-,Condominium,1,99 yrs from 23/10/2006,2011,Private,307468,11,30,Central Region,Novena
HILLION RESIDENCES,"660,250",473.62,"1,394",06 Apr 2017,8 JELEBU ROAD #10-07,New Sale,Strata,44,"15,006",-,Apartment,1,99 yrs from 04/01/2013,Uncompleted,Private,677671,23,67,West Region,Bukit Panjang
PARC RIVIERA,"1,126,000",990.29,"1,137",06 Apr 2017,103 WEST COAST VALE #03-17,New Sale,Strata,92,"12,239",-,Condominium,1,99 yrs from 11/11/2015,Uncompleted,Private,126754,05,12,West Region,Clementi
DOVER PARKVIEW,"1,310,000","1,280.92","1,023",06 Apr 2017,32 DOVER RISE #09-08,Resale,Strata,119,"11,008",-,Condominium,1,99 yrs from 01/12/1993,1997,Private,138686,05,13,Central Region,Queenstown
GUAN SOON TERRACE,"2,338,000","1,655.5","1,412",06 Apr 2017,84 GUAN SOON AVENUE,Resale,Land,153.8,"15,202",-,Terrace House,1,Freehold,1991,HDB,489646,16,48,East Region,Tampines
N.A.,"4,560,000","4,224.87","1,079",06 Apr 2017,22 FABER AVENUE,Resale,Land,392.5,"11,618",-,Semi-Detached House,1,Freehold,-,Private,129535,05,12,West Region,Clementi
POLLEN & BLEU,"3,088,050","1,431.61","2,157",06 Apr 2017,19 FARRER DRIVE #06-19,Resale,Strata,133,"23,218",-,Condominium,1,99 yrs from 24/09/2012,2016,Private,259298,10,25,Central Region,Tanglin
PARC RIVIERA,"744,000",602.78,"1,234",06 Apr 2017,101 WEST COAST VALE #05-09,New Sale,Strata,56,"13,286",-,Condominium,1,99 yrs from 11/11/2015,Uncompleted,Private,126753,05,12,West Region,Clementi
POLLEN & BLEU,"1,279,250",602.78,"2,122",06 Apr 2017,15 FARRER DRIVE #07-04,Resale,Strata,56,"22,844",-,Condominium,1,99 yrs from 24/09/2012,2016,Private,259296,10,25,Central Region,Tanglin
SIGNATURE AT YISHUN,"631,500",775.01,815,06 Apr 2017,25 YISHUN STREET 51 #07-09,New Sale,Strata,72,"8,771",-,Executive Condominium,1,99 yrs from 25/08/2014,Uncompleted,HDB,768087,27,76,North Region,Yishun
FOREST WOODS,"1,205,000",914.94,"1,317",06 Apr 2017,19 LORONG LEW LIAN #03-42,New Sale,Strata,85,"14,176",-,Condominium,1,99 yrs from 05/02/2016,Uncompleted,N.A,533851,19,53,North East Region,Serangoon
MELVILLE PARK,"638,000",936.47,681,06 Apr 2017,18 SIMEI STREET 1 #01-02,Resale,Strata,87,"7,333",-,Condominium,1,99 yrs from 01/09/1992,1996,HDB,529943,18,52,East Region,Tampines
EASTPOINT GREEN,"850,000","1,130.22",752,06 Apr 2017,1 SIMEI STREET 3 #08-08,Resale,Strata,105,"8,095",-,Condominium,1,99 yrs from 24/04/1996,1999,Private,529890,18,52,East Region,Tampines
GRANDEUR PARK RESIDENCES,"1,166,000",893.41,"1,305",06 Apr 2017,1 BEDOK SOUTH AVENUE 3 #08-11,New Sale,Strata,83,"14,048",-,Condominium,1,99 yrs from 25/05/2016,Uncompleted,HDB,465461,16,46,East Region,Bedok
CENTRAL VIEW,"1,038,000","1,291.68",804,06 Apr 2017,50 HOUGANG STREET 11 #14-02,Resale,Strata,120,"8,650",-,Condominium,1,99 yrs from 20/03/1998,2002,HDB,538749,19,53,North East Region,Hougang
THE ATRIA AT MEYER,"1,960,000","1,474.67","1,329",06 Apr 2017,61 MEYER ROAD #23-04,Resale,Strata,137,"14,307",-,Condominium,1,Freehold,1996,Private,437885,15,43,Central Region,Marine Parade
CASA CAMBIO,"625,000",441.32,"1,416",06 Apr 2017,9 LIM TUA TOW ROAD #04-21,Resale,Strata,41,"15,244",-,Condominium,1,Freehold,2014,Private,547726,19,54,North East Region,Serangoon
KEW GREEN,"2,220,000","3,293.78",674,06 Apr 2017,35 KEW CRESCENT,Resale,Strata,306,"7,255",-,Condominium,1,99 yrs from 21/04/1994,1997,Private,466207,16,46,East Region,Bedok
POLLEN & BLEU,"1,723,800",893.41,"1,929",06 Apr 2017,15 FARRER DRIVE #07-08,Resale,Strata,83,"20,769",-,Condominium,1,99 yrs from 24/09/2012,2016,Private,259296,10,25,Central Region,Tanglin
CYAN,"2,850,000","1,474.67","1,933",06 Apr 2017,8 KENG CHIN ROAD #09-08,Resale,Strata,137,"20,803",-,Condominium,1,Freehold,2014,Private,258710,10,25,Central Region,Tanglin
6 DERBYSHIRE,"2,004,635","1,011.82","1,981",06 Apr 2017,6 DERBYSHIRE ROAD #17-01,New Sale,Strata,94,"21,326",-,Condominium,1,Freehold,2017,HDB,309462,11,30,Central Region,Novena
THE PALETTE,"1,060,000","1,151.75",920,06 Apr 2017,115 PASIR RIS GROVE #03-45,Resale,Strata,107,"9,907",-,Condominium,1,99 yrs from 20/10/2010,2015,Private,518172,18,51,East Region,Pasir Ris
NV RESIDENCES,"768,880",796.54,965,06 Apr 2017,83 PASIR RIS GROVE #10-04,Resale,Strata,74,"10,390",-,Condominium,1,99 yrs from 07/01/2008,2013,HDB,518211,18,51,East Region,Pasir Ris
THE BELLEFORTE,"1,510,000","1,431.61","1,055",06 Apr 2017,6 AH HOOD ROAD #07-03,Resale,Strata,133,"11,353",-,Apartment,1,Freehold,2003,Private,329974,12,32,Central Region,Novena
PASIR RIS BEACH PARK,"2,810,000","3,400.35",826,06 Apr 2017,80 PASIR RIS TERRACE,Resale,Land,315.9,"8,895",-,Terrace House,1,999 yrs from 10/02/1874,1976,Private,518724,18,51,East Region,Pasir Ris
SIMSVILLE,"800,000",979.52,817,06 Apr 2017,10 GEYLANG EAST AVENUE 2 #05-02,Resale,Strata,91,"8,791",-,Condominium,1,99 yrs from 01/12/1994,1998,HDB,389758,14,38,Central Region,Geylang
BEDOK RESIDENCES,"1,780,000","1,259.39","1,413",06 Apr 2017,20 BEDOK NORTH DRIVE #08-17,Resale,Strata,117,"15,214",-,Apartment,1,99 yrs from 21/11/2011,2015,HDB,465496,16,46,East Region,Bedok
A TREASURE TROVE,"860,000",775.01,"1,110",06 Apr 2017,74 PUNGGOL WALK #15-49,Resale,Strata,72,"11,944",-,Condominium,1,99 yrs from 09/03/2011,2015,Private,828787,19,82,North East Region,Punggol
KOVAN MELODY,"1,030,000",904.18,"1,139",06 Apr 2017,37 KOVAN ROAD #11-47,Resale,Strata,84,"12,262",-,Condominium,1,99 yrs from 20/01/2004,2006,HDB,545018,19,54,North East Region,Hougang
PARKSHORE,"3,100,000","2,325.02","1,333",06 Apr 2017,201 TANJONG RHU ROAD #11-10,Resale,Strata,216,"14,352",-,Condominium,1,Freehold,1995,Private,436917,15,43,Central Region,Kallang
WATERFRONT WAVES,"1,460,000","1,270.15","1,149",06 Apr 2017,760 BEDOK RESERVOIR ROAD #07-05,Resale,Strata,118,"12,373",-,Condominium,1,99 yrs from 31/10/2007,2011,HDB,479245,16,47,East Region,Bedok
FORESQUE RESIDENCES,"1,220,000","1,184.04","1,030",06 Apr 2017,107 PETIR ROAD #16-16,Resale,Strata,110,"11,091",-,Condominium,1,99 yrs from 10/01/2011,2014,Private,678275,23,67,West Region,Bukit Panjang
WATTEN ESTATE,"6,800,000","4,003.13","1,699",06 Apr 2017,21 WATTEN TERRACE,Resale,Land,371.9,"18,284",-,Semi-Detached House,1,Freehold,-,Private,287244,11,28,Central Region,Bukit Timah
THE VISIONAIRE,"706,000",871.88,810,06 Apr 2017,180 CANBERRA DRIVE #04-22,New Sale,Strata,81,"8,716",-,Executive Condominium,1,99 yrs from 09/01/2015,Uncompleted,Private,767952,27,76,North Region,Sembawang
THE OCEANFRONT @ SENTOSA COVE,"3,600,000","2,066.69","1,742",06 Apr 2017,283 OCEAN DRIVE #06-04,Resale,Strata,192,"18,750",-,Condominium,1,99 yrs from 10/08/2005,2010,Private,098528,04,09,Central Region,Southern Islands
THE TRILINQ,"1,886,000","1,517.72","1,243",06 Apr 2017,28 JALAN LEMPENG #32-03,New Sale,Strata,141,"13,376",-,Condominium,1,99 yrs from 16/04/2012,Uncompleted,HDB,128807,05,12,West Region,Clementi
N.A.,"1,150,000","1,248.62",921,06 Apr 2017,23 RAMBUTAN ROAD #02-01,Resale,Strata,116,"9,914",-,Apartment,1,Freehold,1997,Private,424301,15,42,Central Region,Geylang
COMPASS HEIGHTS,"990,000","1,291.68",766,06 Apr 2017,11 SENGKANG SQUARE #09-29,Resale,Strata,120,"8,250",-,Apartment,1,99 yrs from 30/04/2000,2002,HDB,545076,19,54,North East Region,Sengkang
HILLTOP GROVE,"985,000","1,237.86",796,06 Apr 2017,134A HILLVIEW AVENUE #06-04,Resale,Strata,115,"8,565",-,Condominium,1,99 yrs from 12/06/1996,2001,HDB,669620,23,66,West Region,Bukit Batok
HILLION RESIDENCES,"656,450",473.62,"1,386",06 Apr 2017,8 JELEBU ROAD #09-07,New Sale,Strata,44,"14,919",-,Apartment,1,99 yrs from 04/01/2013,2017,HDB,677671,23,67,West Region,Bukit Panjang
LOFT @ NATHAN,"760,000",387.5,"1,961",06 Apr 2017,31 NATHAN ROAD #06-13,Resale,Strata,36,"21,111",-,Apartment,1,Freehold,2014,Private,248749,10,24,Central Region,Tanglin
PRINCIPAL GARDEN,"1,296,000",785.77,"1,649",06 Apr 2017,97 PRINCE CHARLES CRESCENT #18-21,New Sale,Strata,73,"17,753",-,Condominium,1,99 yrs from 21/07/2014,Uncompleted,N.A,159028,03,15,Central Region,Bukit Merah
THE GLADES,"1,420,000","1,022.58","1,389",06 Apr 2017,12 BEDOK RISE #06-35,New Sale,Strata,95,"14,947",-,Condominium,1,99 yrs from 21/01/2013,2016,HDB,465407,16,46,East Region,Bedok
RAFFLESIA CONDOMINIUM,"998,000",914.94,"1,091",06 Apr 2017,31 BISHAN STREET 21 #09-01,Resale,Strata,85,"11,741",-,Condominium,1,99 yrs from 18/07/1997,2003,HDB,579800,20,57,Central Region,Bishan
N.A.,"8,610,000","6,646.77","1,295",06 Apr 2017,9A BROADRICK ROAD,Resale,Land,617.5,"13,943",-,Detached House,1,Freehold,1965,Private,439472,15,43,Central Region,Marine Parade
TERRENE AT BUKIT TIMAH,"1,748,000","1,356.26","1,289",06 Apr 2017,123 JALAN JURONG KECHIL #01-25,Resale,Strata,126,"13,873",-,Condominium,1,999 yrs from 19/06/1885,2013,HDB,598680,21,59,Central Region,Bukit Timah
BARTLEY RESIDENCES,"1,010,000",796.54,"1,268",06 Apr 2017,5A LORONG HOW SUN #07-31,Resale,Strata,74,"13,649",-,Apartment,1,99 yrs from 29/06/2011,2015,HDB,536563,19,53,North East Region,Serangoon
SUNGLADE,"1,220,000","1,151.75","1,059",06 Apr 2017,3 SERANGOON AVENUE 2 #05-06,Resale,Strata,107,"11,402",-,Condominium,1,99 yrs from 09/10/2000,2003,Private,556131,19,55,North East Region,Serangoon
NOVELIS,"1,256,000",807.3,"1,556",06 Apr 2017,75 SINARAN DRIVE #11-02,Resale,Strata,75,"16,747",-,Apartment,1,Freehold,2008,HDB,308322,11,30,Central Region,Novena
SUMMERDALE,"995,000","1,528.49",651,06 Apr 2017,8 BOON LAY DRIVE #13-21,Resale,Strata,142,"7,007",-,Executive Condominium,1,99 yrs from 22/09/1997,2000,HDB,649928,22,64,West Region,Jurong West
