Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
NEEM TREE,"1,399,000",818.06,"1,710",10 Jun 2019,30 JALAN KEMAMAN #06-02,New Sale,Strata,76,"18,408",-,Apartment,1,Freehold,2018,HDB,329341,12,32,Central Region,Novena
MARINA ONE RESIDENCES,"3,838,000","1,593.07","2,409",10 Jun 2019,23 MARINA WAY #12-28,New Sale,Strata,148,"25,932",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,018979,01,01,Central Region,Downtown Core
PEAKVIEW ESTATE,"3,700,000","3,279.79","1,128",10 Jun 2019,7 JALAN PARI DEDAP,Resale,Land,304.7,"12,143",-,Semi-Detached House,1,Freehold,-,Private,488608,16,48,East Region,Bedok
DAINTREE RESIDENCE,"1,062,000",678.13,"1,566",10 Jun 2019,11L TOH TUCK ROAD #02-58,New Sale,Strata,63,"16,857",-,Condominium,1,99 yrs from 17/07/2017,Uncompleted,Private,596133,21,59,Central Region,Bukit Timah
SKYSUITES@ANSON,"1,560,000",699.66,"2,230",10 Jun 2019,8 ENGGOR STREET #54-03,Resale,Strata,65,"24,000",-,Apartment,1,99 yrs from 18/02/2008,2014,HDB,079718,02,07,Central Region,Downtown Core
WHISTLER GRAND,"1,119,420",764.24,"1,465",10 Jun 2019,109 WEST COAST VALE #19-15,New Sale,Strata,71,"15,766",-,Apartment,1,99 yrs from 07/05/2018,Uncompleted,HDB,126752,05,12,West Region,Clementi
HIGHGATE,"1,720,000","1,485.43","1,158",10 Jun 2019,60 TOH TUCK ROAD #03-02,Resale,Strata,138,"12,464",-,Condominium,1,Freehold,1995,Private,596723,21,59,Central Region,Bukit Timah
RIVERFRONT RESIDENCES,"662,480",516.67,"1,282",10 Jun 2019,47 HOUGANG AVENUE 7 #01-34,New Sale,Strata,48,"13,802",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,HDB,533816,19,53,North East Region,Hougang
N.A.,"17,000,000","19,842.36",857,10 Jun 2019,41 FORD AVENUE,Resale,Land,"1,843.4","9,222",-,Detached House,1,Freehold,1999,Private,268716,10,26,Central Region,Bukit Timah
SIGNATURE PARK,"1,825,000","1,399.32","1,304",10 Jun 2019,52 TOH TUCK ROAD #06-05,Resale,Strata,130,"14,038",-,Condominium,1,Freehold,1998,Private,596743,21,59,Central Region,Bukit Timah
AQUARIUS BY THE PARK,"1,088,000","1,205.57",902,10 Jun 2019,11 BEDOK RESERVOIR VIEW #07-02,Resale,Strata,112,"9,714",-,Condominium,1,99 yrs from 12/06/1996,2001,HDB,478931,16,47,East Region,Bedok
COUNTRY GRANDEUR,"1,850,000","1,442.38","1,283",10 Jun 2019,22 LORONG PUNTONG #07-01,Resale,Strata,134,"13,806",-,Condominium,1,Freehold,1996,HDB,576439,20,57,Central Region,Bishan
MAPLE WOODS,"2,070,000","1,399.32","1,479",10 Jun 2019,985 BUKIT TIMAH ROAD #01-10,Resale,Strata,130,"15,923",-,Condominium,1,Freehold,1997,Private,589627,21,58,Central Region,Bukit Timah
THE CASCADIA,"1,790,000","1,162.51","1,540",10 Jun 2019,939 BUKIT TIMAH ROAD #01-42,Resale,Strata,108,"16,574",-,Condominium,1,Freehold,2010,Private,589657,21,58,Central Region,Bukit Timah
AUSTVILLE RESIDENCES,"715,000",807.3,886,10 Jun 2019,21 SENGKANG EAST AVENUE #03-23,Resale,Strata,75,"9,533",-,Executive Condominium,1,99 yrs from 24/08/2010,2014,Private,544809,19,54,North East Region,Sengkang
CENTRAL GREEN CONDOMINIUM,"1,950,000","1,431.61","1,362",10 Jun 2019,5 JALAN MEMBINA #05-04,Resale,Strata,133,"14,662",-,Condominium,1,99 yrs from 01/07/1992,1995,Private,169481,03,16,Central Region,Bukit Merah
REFLECTIONS AT KEPPEL BAY,"2,056,465","1,356.26","1,516",10 Jun 2019,8 KEPPEL BAY VIEW #03-30,Resale,Strata,126,"16,321",-,Condominium,1,99 yrs from 15/03/2006,2011,Private,098406,04,09,Central Region,Bukit Merah
RIVERFRONT RESIDENCES,"1,374,490","1,108.69","1,240",10 Jun 2019,55 HOUGANG AVENUE 7 #10-73,New Sale,Strata,103,"13,345",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,HDB,533820,19,53,North East Region,Hougang
AFFINITY AT SERANGOON,"1,168,000",753.48,"1,550",10 Jun 2019,20 SERANGOON NORTH AVENUE 1 #14-18,New Sale,Strata,70,"16,686",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,HDB,554337,19,55,North East Region,Serangoon
RIVERFRONT RESIDENCES,"906,000",721.19,"1,256",10 Jun 2019,43 HOUGANG AVENUE 7 #05-17,New Sale,Strata,67,"13,522",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,Private,533814,19,53,North East Region,Hougang
MANDARIN GARDENS,"738,000",731.95,"1,008",10 Jun 2019,5 SIGLAP ROAD #02-49,Resale,Strata,68,"10,853",-,Condominium,1,99 yrs from 08/03/1982,1986,HDB,448908,15,44,East Region,Bedok
FINLAND GARDENS,"2,040,000","1,722.24","1,185",10 Jun 2019,54 EAST COAST TERRACE #03-05,Resale,Strata,160,"12,750",-,Condominium,1,Freehold,1984,Private,458949,15,45,East Region,Bedok
N.A.,"1,160,000","1,420.85",816,10 Jun 2019,105B JOO CHIAT ROAD,Resale,Strata,132,"8,788",-,Apartment,1,Freehold,-,HDB,427398,15,42,Central Region,Geylang
MERAPRIME,"1,360,000",839.59,"1,620",10 Jun 2019,301 JALAN BUKIT HO SWEE #15-04,Resale,Strata,78,"17,436",-,Condominium,1,99 yrs from 20/06/2003,2006,HDB,169568,03,16,Central Region,Bukit Merah
HOLLAND RESIDENCES,"2,625,000","1,356.26","1,935",10 Jun 2019,3 TAMAN WARNA #03-07,Resale,Strata,126,"20,833",-,Condominium,1,Freehold,2012,Private,276340,10,27,Central Region,Bukit Timah
SUITES @ GUILLEMARD,"625,000",387.5,"1,613",10 Jun 2019,70 LIM AH WOO ROAD #03-01,Resale,Strata,36,"17,361",-,Apartment,1,Freehold,2014,Private,438133,15,43,Central Region,Geylang
MELVILLE PARK,"800,000","1,162.51",688,10 Jun 2019,20 SIMEI STREET 1 #02-08,Resale,Strata,108,"7,407",-,Condominium,1,99 yrs from 01/09/1992,1996,Private,529944,18,52,East Region,Tampines
DUCHESS CREST,"2,000,000","1,496.2","1,337",10 Jun 2019,54 DUCHESS AVENUE #01-03,Resale,Strata,139,"14,388",-,Condominium,1,99 yrs from 24/06/1995,1998,HDB,269198,10,26,Central Region,Bukit Timah
TREASURE AT TAMPINES,"1,106,000",914.94,"1,209",10 Jun 2019,45 TAMPINES LANE #03-151,New Sale,Strata,85,"13,012",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528463,18,52,East Region,Tampines
N.A.,"2,120,000","1,623.21","1,306",10 Jun 2019,47 MULBERRY AVENUE,Resale,Land,150.8,"14,058",-,Terrace House,1,Freehold,-,HDB,348389,13,34,Central Region,Toa Payoh
THE RAINTREE,"1,565,000","1,334.74","1,173",10 Jun 2019,89 BUKIT DRIVE #08-20,Resale,Strata,124,"12,621",-,Condominium,1,99 yrs from 01/03/2003,2008,Private,587846,21,58,West Region,Bukit Panjang
TANGLIN HILL CONDOMINIUM,"4,280,000","2,884.75","1,484",10 Jun 2019,9A TANGLIN RISE,Resale,Strata,268,"15,970",-,Condominium,1,Freehold,1982,N.A,247991,10,24,Central Region,Tanglin
TREVISTA,"1,600,000","1,130.22","1,416",10 Jun 2019,25 LORONG 3 TOA PAYOH #24-13,Resale,Strata,105,"15,238",-,Condominium,1,99 yrs from 15/07/2008,2011,HDB,319583,12,31,Central Region,Toa Payoh
SAVANNAH CONDOPARK,"1,280,000","1,453.14",881,10 Jun 2019,43 SIMEI RISE #08-25,Resale,Strata,135,"9,481",-,Condominium,1,99 yrs from 29/11/2000,2005,Private,528785,18,52,East Region,Tampines
PRIVE,"1,098,000","1,087.16","1,010",10 Jun 2019,31 PUNGGOL FIELD #11-05,Resale,Strata,101,"10,871",-,Executive Condominium,1,99 yrs from 14/09/2010,2013,HDB,828816,19,82,North East Region,Punggol
WHISTLER GRAND,"1,486,350","1,065.64","1,395",10 Jun 2019,109 WEST COAST VALE #20-12,New Sale,Strata,99,"15,014",-,Apartment,1,99 yrs from 07/05/2018,Uncompleted,Private,126752,05,12,West Region,Clementi
SKYSUITES@ANSON,"1,368,000",667.37,"2,050",10 Jun 2019,8 ENGGOR STREET #25-07,Resale,Strata,62,"22,065",-,Apartment,1,99 yrs from 18/02/2008,2014,Private,079718,02,07,Central Region,Downtown Core
SKY HABITAT,"1,900,000","1,216.33","1,562",10 Jun 2019,9 BISHAN STREET 15 #13-14,Resale,Strata,113,"16,814",-,Condominium,1,99 yrs from 30/05/2011,2015,Private,573909,20,57,Central Region,Bishan
CASPIAN,"1,608,000","1,431.61","1,123",10 Jun 2019,50 LAKESIDE DRIVE #17-08,Resale,Strata,133,"12,090",-,Condominium,1,99 yrs from 17/03/2008,2012,Private,648315,22,64,West Region,Jurong West
SEMBAWANG HILLS ESTATE,"3,400,000","1,782.52","1,907",10 Jun 2019,101 JALAN KURAS,Resale,Land,165.6,"20,531",-,Terrace House,1,Freehold,-,Private,577767,20,57,North East Region,Ang Mo Kio
THE FLORENCE RESIDENCES,"962,000",667.37,"1,441",10 Jun 2019,85 HOUGANG AVENUE 2 #07-23,New Sale,Strata,62,"15,516",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,Private,538861,19,53,North East Region,Hougang
N.A.,"2,780,000","2,101.13","1,323",10 Jun 2019,8D KOVAN ROAD,Resale,Land,195.2,"14,242",-,Terrace House,1,Freehold,1995,Private,548035,19,54,North East Region,Hougang
8 NAPIER,"6,288,000","2,012.87","3,124",10 Jun 2019,8 NAPIER ROAD #07-02,Resale,Strata,187,"33,626",-,Condominium,1,Freehold,2010,Private,258502,10,25,Central Region,Tanglin
THE MAKENA,"3,000,000","1,743.77","1,720",10 Jun 2019,125 MEYER ROAD #24-03,Resale,Strata,162,"18,519",-,Condominium,1,Freehold,1998,Private,437936,15,43,Central Region,Marine Parade
THE BEVERLY,"2,480,000","1,797.59","1,380",10 Jun 2019,47 TOH TUCK ROAD #04-23,Resale,Strata,167,"14,850",-,Apartment,1,Freehold,2012,HDB,596722,21,59,Central Region,Bukit Timah
MARGARET VILLE,"1,490,972",914.94,"1,630",10 Jun 2019,20 MARGARET DRIVE #02-03,New Sale,Strata,85,"17,541",-,Apartment,1,99 yrs from 13/03/2017,Uncompleted,HDB,149312,03,14,Central Region,Queenstown
THE MAYFAIR,"1,060,000","1,184.04",895,10 Jun 2019,5 JURONG EAST STREET 32 #04-05,Resale,Strata,110,"9,636",-,Condominium,1,99 yrs from 04/12/1996,2000,Private,609479,22,60,West Region,Jurong East
THE MAKENA,"1,750,000","1,151.75","1,519",10 Jun 2019,123 MEYER ROAD #05-06,Resale,Strata,107,"16,355",-,Condominium,1,Freehold,1998,HDB,437934,15,43,Central Region,Marine Parade
N.A.,"6,080,000","6,011.69","1,011",10 Jun 2019,2A FABER PARK,Resale,Land,558.5,"10,886",-,Detached House,1,Freehold,2015,Private,129135,05,12,West Region,Clementi
THE SUNNY SPRING,"1,320,000","1,108.69","1,191",10 Jun 2019,50 LORONG 40 GEYLANG #08-24,Resale,Strata,103,"12,816",-,Apartment,1,Freehold,1998,HDB,398074,14,39,Central Region,Geylang
REGENT VILLAS,"2,450,000","2,208.77","1,109",10 Jun 2019,106 JALAN LIM TAI SEE,Resale,Land,205.2,"11,940",-,Semi-Detached House,1,99 yrs from 18/11/1991,1993,HDB,268441,10,26,Central Region,Bukit Timah
CLIFTEN,"1,870,000","1,184.04","1,579",11 Jun 2019,48 EWE BOON ROAD #06-01,Resale,Strata,110,"17,000",-,Apartment,1,Freehold,2006,Private,259342,10,25,Central Region,Tanglin
WOODHAVEN,"890,000",850.36,"1,047",11 Jun 2019,77 WOODGROVE AVENUE #05-45,Resale,Strata,79,"11,266",-,Condominium,1,99 yrs from 07/02/2011,2015,Private,737811,25,73,North Region,Woodlands
URBANA,"2,750,000","1,313.21","2,094",11 Jun 2019,1 RIVER VALLEY CLOSE #24-01,Resale,Strata,122,"22,541",-,Condominium,1,Freehold,2007,HDB,238427,09,23,Central Region,River Valley
VIBES @ EAST COAST,"998,000",807.3,"1,236",11 Jun 2019,308 TELOK KURAU ROAD #05-25,Resale,Strata,75,"13,307",-,Apartment,1,Freehold,2014,HDB,423858,15,42,East Region,Bedok
PARK COLONIAL,"976,000",667.37,"1,462",11 Jun 2019,6 WOODLEIGH LANE #15-24,New Sale,Strata,62,"15,742",-,Condominium,1,99 yrs from 11/10/2017,Uncompleted,HDB,357687,13,35,Central Region,Toa Payoh
D'ECOSIA,"930,000",678.13,"1,371",11 Jun 2019,29 STILL ROAD SOUTH #01-13,Resale,Strata,63,"14,762",-,Condominium,1,Freehold,2003,HDB,423937,15,42,East Region,Bedok
BOTANIQUE AT BARTLEY,"755,000",495.14,"1,525",11 Jun 2019,237 UPPER PAYA LEBAR ROAD #09-42,Sub Sale,Strata,46,"16,413",-,Condominium,1,99 yrs from 14/04/2014,2019,HDB,533867,19,53,North East Region,Serangoon
SERANGOON GARDEN ESTATE,"5,250,000","4,206.57","1,248",11 Jun 2019,14 CROWHURST DRIVE,Resale,Land,390.8,"13,434",-,Semi-Detached House,1,999 yrs from 01/01/1954,-,N.A,557893,19,55,North East Region,Serangoon
N.A.,"39,800,000","15,000.71","2,653",11 Jun 2019,63 BELMONT ROAD,Resale,Land,"1,393.6","28,559",-,Detached House,1,Freehold,-,Private,269896,10,26,Central Region,Bukit Timah
STIRLING RESIDENCES,"1,140,000",656.6,"1,736",11 Jun 2019,23 STIRLING ROAD #12-20,New Sale,Strata,61,"18,689",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,HDB,148961,03,14,Central Region,Queenstown
BOTANIQUE AT BARTLEY,"1,150,000",753.48,"1,526",11 Jun 2019,221 UPPER PAYA LEBAR ROAD #07-02,Sub Sale,Strata,70,"16,429",-,Condominium,1,99 yrs from 14/04/2014,2019,Private,533875,19,53,North East Region,Serangoon
SPRING GROVE,"2,160,000","1,388.56","1,556",11 Jun 2019,53A GRANGE ROAD #17-03,Resale,Strata,129,"16,744",-,Condominium,1,99 yrs from 01/12/1991,1996,Private,249566,10,24,Central Region,Tanglin
THE SEA VIEW,"3,800,000","2,723.29","1,395",11 Jun 2019,31 AMBER ROAD #22-09,Resale,Strata,253,"15,020",-,Condominium,1,Freehold,2008,Private,439943,15,43,Central Region,Marine Parade
THE MAKENA,"1,980,000","1,291.68","1,533",11 Jun 2019,121 MEYER ROAD #07-11,Resale,Strata,120,"16,500",-,Condominium,1,Freehold,1998,Private,437932,15,43,Central Region,Marine Parade
TROPICAL SPRING,"1,200,000","1,334.74",899,11 Jun 2019,23 SIMEI STREET 4 #10-01,Resale,Strata,124,"9,677",-,Condominium,1,99 yrs from 06/12/1997,2002,HDB,529880,18,52,East Region,Tampines
BOTANNIA,"1,610,000","1,270.15","1,268",11 Jun 2019,29A WEST COAST PARK #03-17,Resale,Strata,118,"13,644",-,Condominium,1,956 yrs from 27/05/1928,2009,Private,127723,05,12,West Region,Clementi
SUNGLADE,"1,440,000","1,237.86","1,163",11 Jun 2019,5 SERANGOON AVENUE 2 #05-11,Resale,Strata,115,"12,522",-,Condominium,1,99 yrs from 09/10/2000,2003,Private,556132,19,55,North East Region,Serangoon
YISHUN SAPPHIRE,"1,010,000","1,356.26",745,11 Jun 2019,54 CANBERRA DRIVE #10-27,Resale,Strata,126,"8,016",-,Condominium,1,99 yrs from 16/02/1998,2001,HDB,768440,27,76,North Region,Yishun
RV ALTITUDE,"1,334,000",441.32,"3,023",11 Jun 2019,344 RIVER VALLEY ROAD #05-06,New Sale,Strata,41,"32,537",-,Apartment,1,Freehold,Uncompleted,HDB,238385,09,23,Central Region,River Valley
N.A.,"1,150,000",979.52,"1,174",11 Jun 2019,182A JOO CHIAT PLACE,Resale,Strata,91,"12,637",-,Apartment,1,Freehold,-,Private,427895,15,42,Central Region,Geylang
THE VENUE RESIDENCES,"1,300,000",839.59,"1,548",11 Jun 2019,8 TAI THONG CRESCENT #06-10,Resale,Strata,78,"16,667",-,Apartment,1,99 yrs from 05/12/2012,2017,Private,347842,13,34,Central Region,Toa Payoh
ONE JERVOIS,"2,460,000","1,334.74","1,843",11 Jun 2019,1 JERVOIS CLOSE #09-03,Resale,Strata,124,"19,839",-,Condominium,1,Freehold,2009,HDB,249115,10,24,Central Region,Tanglin
THE WOODLEIGH RESIDENCES,"1,309,000",699.66,"1,871",11 Jun 2019,25 BIDADARI PARK DRIVE #07-42,New Sale,Strata,65,"20,138",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,Private,367797,13,36,Central Region,Toa Payoh
TREASURE AT TAMPINES,"811,000",581.26,"1,395",11 Jun 2019,41 TAMPINES LANE #03-136,New Sale,Strata,54,"15,019",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528465,18,52,East Region,Tampines
HILLVIEW RESIDENCE,"1,338,888","1,259.39","1,063",11 Jun 2019,138 HILLVIEW AVENUE #09-07,Resale,Strata,117,"11,443",-,Condominium,1,999 yrs from 12/10/1885,2002,Private,669599,23,66,West Region,Bukit Batok
N.A.,"2,310,000","1,623.21","1,423",11 Jun 2019,36 CHARLTON ROAD,Resale,Land,150.8,"15,318",-,Terrace House,1,Freehold,-,Private,539605,19,53,North East Region,Hougang
NEW FUTURA,"6,629,700","1,829.88","3,623",11 Jun 2019,16 LEONIE HILL ROAD #11-01,Resale,Strata,170,"38,998",-,Condominium,1,Freehold,2017,Private,239198,09,23,Central Region,River Valley
THE MINTON,"720,000",624.31,"1,153",11 Jun 2019,10C HOUGANG STREET 11 #11-44,Resale,Strata,58,"12,414",-,Condominium,1,99 yrs from 27/07/2007,2013,Private,534077,19,53,North East Region,Hougang
CASPIAN,"1,580,000","1,485.43","1,064",11 Jun 2019,52 LAKESIDE DRIVE #01-11,Resale,Strata,138,"11,449",-,Condominium,1,99 yrs from 17/03/2008,2012,Private,648316,22,64,West Region,Jurong West
COCO PALMS,"950,000",753.48,"1,261",11 Jun 2019,33 PASIR RIS GROVE #10-70,Resale,Strata,70,"13,571",-,Condominium,1,99 yrs from 07/01/2008,2018,HDB,518076,18,51,East Region,Pasir Ris
HUME PARK II,"1,470,000","1,356.26","1,084",11 Jun 2019,21 HUME AVENUE #02-02,Resale,Strata,126,"11,667",-,Condominium,1,Freehold,1997,Private,598728,21,59,West Region,Bukit Batok
PARC ESTA,"1,468,000",925.7,"1,586",11 Jun 2019,904 SIMS AVENUE #09-26,New Sale,Strata,86,"17,070",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408968,14,40,Central Region,Geylang
THE BEVERLY,"3,000,000","3,476.77",863,11 Jun 2019,47 TOH TUCK ROAD #05-22,Resale,Strata,323,"9,288",-,Apartment,1,Freehold,2012,Private,596722,21,59,Central Region,Bukit Timah
OXLEY EDGE,"870,000",398.27,"2,184",11 Jun 2019,308 RIVER VALLEY ROAD #04-15,Resale,Strata,37,"23,514",-,Apartment,1,Freehold,2016,N.A,238349,09,23,Central Region,River Valley
STIRLING RESIDENCES,"1,659,000",979.52,"1,694",11 Jun 2019,23 STIRLING ROAD #04-21,New Sale,Strata,91,"18,231",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,Private,148961,03,14,Central Region,Queenstown
AMBER PARK,"1,153,600",484.38,"2,382",11 Jun 2019,18 AMBER GARDENS #02-13,New Sale,Strata,45,"25,636",-,Condominium,1,Freehold,Uncompleted,Private,439980,15,43,Central Region,Marine Parade
N.A.,"3,200,000","2,918.12","1,097",11 Jun 2019,11 SENNETT ROAD,Resale,Land,271.1,"11,804",-,Semi-Detached House,1,Freehold,2007,Private,466786,16,46,East Region,Bedok
THE AMERY,"2,721,000","2,314.26","1,176",11 Jun 2019,16 LORONG K TELOK KURAU #05-04,Resale,Strata,215,"12,656",-,Condominium,1,Freehold,2010,Private,425612,15,42,East Region,Bedok
CLOVER BY THE PARK,"1,680,000","1,248.62","1,345",11 Jun 2019,6 BISHAN STREET 25 #15-15,Resale,Strata,116,"14,483",-,Condominium,1,99 yrs from 10/09/2007,2011,Private,573975,20,57,Central Region,Bishan
THE TRE VER,"1,752,000","1,108.69","1,580",11 Jun 2019,66 POTONG PASIR AVENUE 1 #16-31,New Sale,Strata,103,"17,010",-,Condominium,1,99 yrs from 27/03/2018,Uncompleted,N.A,358394,13,35,Central Region,Toa Payoh
TUDOR TEN,"6,300,000","7,685.5",820,11 Jun 2019,25 TUDOR CLOSE,Resale,Strata,714,"8,824",-,Detached House,1,Freehold,1999,Private,297973,11,29,Central Region,Novena
PARK COLONIAL,"1,339,000",678.13,"1,975",11 Jun 2019,6 WOODLEIGH LANE #06-20,New Sale,Strata,63,"21,254",-,Condominium,1,99 yrs from 11/10/2017,Uncompleted,Private,357687,13,35,Central Region,Toa Payoh
BLUE HORIZON,"1,235,000","1,162.51","1,062",11 Jun 2019,23 WEST COAST CRESCENT #19-09,Resale,Strata,108,"11,435",-,Condominium,1,99 yrs from 14/08/2000,2005,Private,128046,05,12,West Region,Clementi
NINETEEN SHELFORD ROAD,"965,000",656.6,"1,470",11 Jun 2019,19 SHELFORD ROAD #03-11,Resale,Strata,61,"15,820",-,Condominium,1,Freehold,1997,Private,288408,11,28,Central Region,Bukit Timah
D'NEST,"758,000",775.01,978,11 Jun 2019,139 PASIR RIS GROVE #04-41,Resale,Strata,72,"10,528",-,Condominium,1,99 yrs from 20/10/2010,2017,HDB,518134,18,51,East Region,Pasir Ris
SEMBAWANG HILLS ESTATE,"2,800,000","2,907.36",963,11 Jun 2019,39 JALAN CHEMPEDAK,Resale,Land,270.1,"10,367",-,Terrace House,1,Freehold,-,Private,578421,20,57,North East Region,Ang Mo Kio
ONE SHENTON,"2,453,220","1,593.07","1,540",11 Jun 2019,1 SHENTON WAY #29-02,Resale,Strata,148,"16,576",-,Apartment,1,99 yrs from 14/10/2005,2011,Private,068803,01,06,Central Region,Downtown Core
THE LUXURIE,"1,328,800","1,689.95",786,11 Jun 2019,15 COMPASSVALE ROAD #01-08,Resale,Strata,157,"8,464",-,Condominium,1,99 yrs from 15/06/2011,2015,Private,544751,19,54,North East Region,Sengkang
LE WILKIE,"1,668,000","1,205.57","1,384",11 Jun 2019,68 WILKIE ROAD #06-06,Resale,Strata,112,"14,893",-,Apartment,1,Freehold,1996,Private,228070,09,22,Central Region,Rochor
AFFINITY AT SERANGOON,"2,158,200","1,453.14","1,485",11 Jun 2019,22 SERANGOON NORTH AVENUE 1 #07-25,New Sale,Strata,135,"15,987",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,HDB,554338,19,55,North East Region,Serangoon
SIMS URBAN OASIS,"735,000",441.32,"1,665",12 Jun 2019,2 SIMS DRIVE #02-06,Resale,Strata,41,"17,927",-,Condominium,1,99 yrs from 29/07/2014,2017,Private,387386,14,38,Central Region,Geylang
THE CREST,"2,416,000","1,237.86","1,952",12 Jun 2019,103 PRINCE CHARLES CRESCENT #11-10,Resale,Strata,115,"21,009",-,Condominium,1,99 yrs from 21/12/2012,2017,HDB,159018,03,15,Central Region,Bukit Merah
THE ESTUARY,"890,000","1,097.93",811,12 Jun 2019,89 YISHUN AVENUE 1 #01-11,Resale,Strata,102,"8,725",-,Condominium,1,99 yrs from 25/06/2008,2013,HDB,769134,27,76,North Region,Yishun
TERESA VILLE,"2,150,000","1,926.76","1,116",12 Jun 2019,1005 LOWER DELTA ROAD #11-04,Resale,Strata,179,"12,011",-,Condominium,1,Freehold,1986,Private,099309,04,09,Central Region,Bukit Merah
HILLVIEW REGENCY,"768,000",904.18,849,12 Jun 2019,28 BUKIT BATOK EAST AVENUE 2 #05-24,Resale,Strata,84,"9,143",-,Condominium,1,99 yrs from 20/06/2000,2006,HDB,659921,23,65,West Region,Bukit Batok
COSTA RHU,"1,700,000","1,345.5","1,263",12 Jun 2019,1 RHU CROSS #07-09,Resale,Strata,125,"13,600",-,Condominium,1,99 yrs from 30/05/1994,1997,Private,437431,15,43,Central Region,Kallang
BELYSA,"890,000","1,054.87",844,12 Jun 2019,59 PASIR RIS DRIVE 1 #11-14,Resale,Strata,98,"9,082",-,Executive Condominium,1,99 yrs from 24/01/2011,2014,HDB,519532,18,51,East Region,Pasir Ris
THE PIER AT ROBERTSON,"1,290,000",656.6,"1,965",12 Jun 2019,80 MOHAMED SULTAN ROAD #10-02,Resale,Strata,61,"21,148",-,Apartment,1,Freehold,2006,Private,239013,09,23,Central Region,Singapore River
THE INTERLACE,"1,398,000","1,076.4","1,299",12 Jun 2019,200 DEPOT ROAD #15-40,Resale,Strata,100,"13,980",-,Condominium,1,99 yrs from 11/02/2009,2013,HDB,109694,04,10,Central Region,Bukit Merah
ST MARTIN RESIDENCE,"2,600,000","1,184.04","2,196",12 Jun 2019,2 ST. MARTIN'S DRIVE #03-01,Resale,Strata,110,"23,636",-,Condominium,1,Freehold,2001,Private,257989,10,25,Central Region,Tanglin
LOYANG VALLEY,"1,270,000","1,862.17",682,12 Jun 2019,218 LOYANG AVENUE #02-06,Resale,Strata,173,"7,341",-,Condominium,1,99 yrs from 20/08/1982,1985,Private,509066,17,50,East Region,Pasir Ris
TREASURE AT TAMPINES,"1,292,000","1,033.34","1,250",12 Jun 2019,35 TAMPINES LANE #04-112,New Sale,Strata,96,"13,458",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,Private,528468,18,52,East Region,Tampines
FERRARIA PARK CONDOMINIUM,"1,128,000","1,248.62",903,12 Jun 2019,16 FLORA DRIVE #07-26,Resale,Strata,116,"9,724",-,Condominium,1,Freehold,2009,Private,506945,17,50,East Region,Pasir Ris
THE GARDEN RESIDENCES,"782,100",516.67,"1,514",12 Jun 2019,1 SERANGOON NORTH VIEW #12-15,New Sale,Strata,48,"16,294",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,HDB,554343,19,55,North East Region,Serangoon
TREASURE AT TAMPINES,"896,000",613.55,"1,460",12 Jun 2019,3 TAMPINES LANE #12-09,New Sale,Strata,57,"15,719",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,Private,528483,18,52,East Region,Tampines
SIGNATURE PARK,"1,375,000","1,054.87","1,303",12 Jun 2019,54 TOH TUCK ROAD #10-06,Resale,Strata,98,"14,031",-,Condominium,1,Freehold,1998,Private,596745,21,59,Central Region,Bukit Timah
ONE DEVONSHIRE,"3,100,000","1,302.44","2,380",12 Jun 2019,1 DEVONSHIRE ROAD #11-02,Resale,Strata,121,"25,620",-,Condominium,1,Freehold,2011,Private,239896,09,23,Central Region,River Valley
FAR HORIZON GARDENS,"1,450,000","1,948.28",744,12 Jun 2019,15 ANG MO KIO AVENUE 9 #02-01,Resale,Strata,181,"8,011",-,Condominium,1,99 yrs from 08/03/1982,1986,HDB,569765,20,56,North East Region,Ang Mo Kio
SOUTHBANK,"1,588,000",958,"1,658",12 Jun 2019,881 NORTH BRIDGE ROAD #35-10,Resale,Strata,89,"17,843",-,Apartment,1,99 yrs from 27/01/2006,2010,HDB,198784,07,19,Central Region,Kallang
TWIN REGENCY,"2,028,000","1,227.1","1,653",12 Jun 2019,28 KIM TIAN ROAD #16-08,Resale,Strata,114,"17,789",-,Condominium,1,Freehold,2007,Private,169278,03,16,Central Region,Bukit Merah
